fold,sharpe_base,sharpe_uncalibrated,sharpe_calibrated,improvement_uncal_%,improvement_cal_%
1,1.5792659632524217,1.5813243916570958,1.7073092947670627,0.13034083254950257,8.107775035621101
2,1.0565253512272044,1.076314041415394,1.2190381025403616,1.872997194549475,15.381812762409442
3,1.3154040461627365,1.5374199661443657,1.4854124067840146,16.87815395043739,12.924421292242648
4,0.8685732070225887,0.8612703200979137,0.7989338546156555,-0.8407911809424573,-8.017672182826397
5,1.5670796217328715,1.5699133298928873,1.576331506407957,0.18082732496274012,0.5903902103490344
